Properties,Transcription Factors,Regions
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_1,,seq1293_[chr5:172983462-172983632]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_1,,seq1498_[chr8:40771792-40771962]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_2,,controls_seq36_[chr18:49573352-49573522]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_2,,seq2236_[chr10:74114347-74114517]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_2,,seq258_[chr11:10373615-10373785]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_2,,controls_seq148_[chr9:110235258-110235428]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_2,,seq511_[chr14:75745409-75745579]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_2,,seq414_[chr12:110318406-110318576]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_2,,seq180_[chr10:33247228-33247398]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_2,,seq2126_[chr2:2835494-2835664]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_2,,seq1142_[chr4:41258753-41258923]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_2,,seq215_[chr10:92690066-92690236]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_2,,seq1282_[chr5:147254685-147254855]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_2,,seq1366_[chr6:144651800-144651970]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_2,,seq677_[chr17:37845417-37845587]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_2,,seq1147_[chr4:56147529-56147699]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_2,,seq689_[chr17:47943180-47943350]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_2,,seq117_[chr1:160983560-160983730]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_2,,controls_seq110_[chr2:30607896-30608066]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_3,BCL11B_Fimo_hg19_1,seq1340_[chr6:90193123-90193293]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_3,YY2_Fimo_hg19_10,seq1535_[chr8:144120264-144120434]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_3,PAX6_Fimo_hg19_3,seq391_[chr12:62500395-62500565]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_3,RARA_Fimo_ENCODE_8,seq905_[chr2:161781638-161781808]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_3,YY2_Fimo_hg19_9,seq1397_[chr7:12368757-12368927]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_3,,seq236_[chr10:126158599-126158769]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_3,,seq1623_[chr1:9774468-9774638]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_3,,seq2231_[chr10:74014932-74015102]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_3,,seq96_[chr1:113570296-113570466]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_3,,seq956_[chr2:233916594-233916764]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_3,,seq580_[chr15:89536311-89536481]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_3,,seq1207_[chr5:2751732-2751902]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_3,,seq887_[chr2:121467289-121467459]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_3,,seq1274_[chr5:140381871-140382041]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_3,,seq1370_[chr6:154864096-154864266]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_3,,seq1648_[chr1:101200853-101201023]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_4,,seq2264_[chr17:36729216-36729386]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_4,,seq2269_[chr18:74110957-74111127]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_4,,seq2089_[chr13:112726838-112727008]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_4,,seq1606_[chr9:138232061-138232231]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_4,,seq825_[chr2:17721823-17721993]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_4,,seq2159_[chr3:181433881-181434051]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_4,,seq334_[chr11:121671606-121671776]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_4,,seq1658_[chr10:17430253-17430423]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_4,,seq2237_[chr10:102245397-102245567]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_4,,seq820_[chr2:8776917-8777087]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_4,,seq200_[chr10:77161522-77161692]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_1,,seq2242_[chr11:46615443-46615613]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_1,,seq1359_[chr6:126070571-126070741]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_1,,seq2001_[chr7:29596496-29596666]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_1,,seq1205_[chr5:1515005-1515175]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_1,,seq321_[chr11:102068532-102068702]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_1,,seq807_[chr19:52408231-52408401]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_1,,seq1311_[chr6:15895241-15895411]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_1,,seq322_[chr11:102079639-102079809]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_1,,seq1339_[chr6:86379630-86379800]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_1,,seq19_[chr1:11741207-11741377]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_2,,seq1275_[chr5:141928420-141928590]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_2,,seq485_[chr14:51706847-51707017]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_2,,seq832_[chr2:36498299-36498469]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_2,,seq2249_[chr12:57914375-57914545]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_2,,seq405_[chr12:101960136-101960306]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_2,,seq615_[chr16:26997150-26997320]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_2,,seq1039_[chr22:39610563-39610733]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_2,,seq1582_[chr9:101935085-101935255]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_2,,seq1774_[chr15:39959593-39959763]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_2,,seq397_[chr12:89845723-89845893]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_2,,seq2027_[chr8:65936285-65936455]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_2,,seq1266_[chr5:129060420-129060590]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_2,,seq1505_[chr8:72836323-72836493]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_2,,seq966_[chr2:236995715-236995885]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_2,,seq836_[chr2:37423583-37423753]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_3,,seq1796_[chr16:54385386-54385556]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_3,,seq1914_[chr22:27898396-27898566]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_3,,seq363_[chr12:32552619-32552789]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_3,,seq2232_[chr10:74020532-74020702]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_3,,seq2291_[chr6:113908526-113908696]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_3,,seq461_[chr13:63086520-63086690]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_3,,seq487_[chr14:54209002-54209172]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_3,,seq1263_[chr5:123210525-123210695]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_3,,seq1432_[chr7:75793253-75793423]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_3,,seq2235_[chr10:74057828-74057998]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_3,,seq464_[chr13:79232505-79232675]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_4,TCF7L2_Fimo_ENCODE_4,seq432_[chr12:124625507-124625677]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_4,ZIC3_Fimo_ENCODE_3,seq1507_[chr8:77593271-77593441]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_4,PAX6_Fimo_ENCODE_4,seq231_[chr10:123339836-123340006]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_4,ZIC5_Fimo_hg19_1,seq1714_[chr12:55457211-55457381]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_4,GLIS2_Fimo_ENCODE_1,seq1772_[chr15:37338155-37338325]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_4,,seq270_[chr11:25601079-25601249]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_4,,seq2109_[chr18:22628079-22628249]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_4,,seq521_[chr14:100355660-100355830]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_4,,seq1859_[chr2:123819105-123819275]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_4,,seq2165_[chr6:99282262-99282432]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_4,,seq2139_[chr6:98973889-98974059]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_4,,seq1055_[chr3:20371483-20371653]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_4,,seq590_[chr15:93905528-93905698]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_4,,controls_seq46_[chr2:174989094-174989264]
hand_picked_TFs,SOX1_Fimo_hg19_3,seq2166_[chr9:126773515-126773685]
hand_picked_TFs,SOX2_Fimo_ENCODE_1,seq2089_[chr13:112726838-112727008]
hand_picked_TFs,PAX6_Fimo_ENCODE_4,seq2109_[chr18:22628079-22628249]
hand_picked_TFs,POU3F1_Fimo_ENCODE_2,seq2126_[chr2:2835494-2835664]
hand_picked_TFs,OTX2_Fimo_ENCODE_1,seq2147_[chr9:126763605-126763775]
hand_picked_TFs,PAX6_Fimo_hg19_3,seq2159_[chr3:181433881-181434051]
hand_picked_TFs,POU3F2_Fimo_ENCODE_6,controls_seq185_[chr11:31832761-31832931]
hand_picked_TFs,,seq2165_[chr6:99282262-99282432]
hand_picked_TFs,,seq2132_[chr3:181956041-181956211]
hand_picked_TFs,,seq2139_[chr6:98973889-98974059]
pathway_hsa04010,MYC_Fimo_ENCODE_9,seq231_[chr10:123339836-123340006]
pathway_hsa04010,JUN_Fimo_hg19_11,seq511_[chr14:75745409-75745579]
pathway_hsa04010,NFKB2_Fimo_hg19_2,seq1556_[chr9:71487184-71487354]
pathway_hsa04010,SRF_Fimo_hg19_17,seq2249_[chr12:57914375-57914545]
pathway_hsa04010,MYC_Fimo_ENCODE_5,seq1039_[chr22:39610563-39610733]
pathway_hsa04010,,seq1275_[chr5:141928420-141928590]
pathway_hsa04010,,seq1526_[chr8:128822474-128822644]
pathway_hsa04010,,seq2212_[chr1:59249676-59249846]
pathway_hsa04010,,seq307_[chr11:77184409-77184579]
pathway_hsa04010,,controls_seq162_[chr8:128822479-128822649]
pathway_hsa04150,HIF1A_Fimo_ENCODE_1,seq1340_[chr6:90193123-90193293]
pathway_hsa04150,HIF1A_Fimo_ENCODE_2,seq1485_[chr7:151167884-151168054]
pathway_hsa04150,PTEN_Fimo_ENCODE_1,seq2232_[chr10:74020532-74020702]
pathway_hsa04150,,seq2234_[chr10:74033439-74033609]
pathway_hsa04150,,seq2231_[chr10:74014932-74015102]
pathway_hsa04150,,seq1623_[chr1:9774468-9774638]
pathway_hsa04150,,seq2233_[chr10:74032638-74032808]
pathway_hsa04150,,seq2235_[chr10:74057828-74057998]
pathway_hsa04150,,seq2229_[chr10:74008393-74008563]
pathway_hsa04310,TCF7L2_Fimo_ENCODE_4,controls_seq8_[chr10:102245394-102245564]
pathway_hsa04310,MYC_Fimo_ENCODE_9,seq374_[chr12:49380487-49380657]
pathway_hsa04310,JUN_Fimo_hg19_11,seq680_[chr17:42633937-42634107]
pathway_hsa04310,EP300_Fimo_ENCODE_5,seq2212_[chr1:59249676-59249846]
pathway_hsa04310,MYC_Fimo_ENCODE_5,seq1049_[chr22:46440726-46440896]
pathway_hsa04310,,seq154_[chr1:228110602-228110772]
pathway_hsa04310,,seq1526_[chr8:128822474-128822644]
pathway_hsa04310,,seq1556_[chr9:71487184-71487354]
pathway_hsa04310,,seq1048_[chr22:46241068-46241238]
pathway_hsa04310,,seq2297_[chr7:148032155-148032325]
pathway_hsa04310,,seq2237_[chr10:102245397-102245567]
pathway_hsa04310,,controls_seq162_[chr8:128822479-128822649]
pathway_hsa04340,ZIC2_Fimo_ENCODE_2,controls_seq8_[chr10:102245394-102245564]
pathway_hsa04340,GLI1_Fimo_hg19_3,seq374_[chr12:49380487-49380657]
pathway_hsa04340,GLI1_Fimo_hg19_11,seq1049_[chr22:46440726-46440896]
pathway_hsa04340,ZIC2_Fimo_ENCODE_1,seq154_[chr1:228110602-228110772]
pathway_hsa04340,GLI2_Fimo_ENCODE_1,seq1263_[chr5:123210525-123210695]
pathway_hsa04340,,seq1556_[chr9:71487184-71487354]
pathway_hsa04340,,seq1048_[chr22:46241068-46241238]
pathway_hsa04340,,seq887_[chr2:121467289-121467459]
pathway_hsa04340,,seq487_[chr14:54209002-54209172]
pathway_hsa04340,,seq2237_[chr10:102245397-102245567]
